employee_id,age,age_cohort,gender,marital_status,department,job_role,job_level,education,education_label,education_field,monthly_income,income_bracket,daily_rate,hourly_rate,monthly_rate,percent_salary_hike,stock_option_level,overtime,overtime_flag,business_travel,distance_from_home,distance_band,job_satisfaction,job_satisfaction_label,environment_satisfaction,environment_satisfaction_label,relationship_satisfaction,relationship_satisfaction_label,work_life_balance,work_life_balance_label,job_involvement,performance_rating,performance_label,total_working_years,years_at_company,tenure_band,years_in_current_role,years_since_last_promotion,years_with_curr_manager,training_times_last_year,num_companies_worked,attrition,attrition_flag
1138,49,40-49,Male,Married,Sales,Sales Executive,4,4,4 - Master,Technical Degree,13120,"Executive (>$12,000)",174,56,11879,17,1,No,0,Travel_Rarely,8,Moderate (6-15 mi),2,2 - Medium,4,4 - Very High,2,2 - Medium,3,3 - Better,2,3,3 - Excellent,22,9,6-10 Years,8,2,3,3,6,No,0
1140,34,30-39,Male,Single,Research & Development,Manufacturing Director,2,2,2 - College,Life Sciences,4033,"Mid ($3,500 - $7,000)",1003,95,15834,11,0,No,0,Travel_Frequently,2,Near (1-5 mi),3,3 - High,4,4 - Very High,4,4 - Very High,2,2 - Good,3,3,3 - Excellent,5,3,3-5 Years,2,0,2,3,2,No,0
1143,29,Under 30,Female,Divorced,Research & Development,Research Scientist,1,3,3 - Bachelor,Life Sciences,3291,"Low (<$3,500)",490,61,17940,14,2,No,0,Travel_Frequently,10,Moderate (6-15 mi),2,2 - Medium,4,4 - Very High,4,4 - Very High,2,2 - Good,3,3,3 - Excellent,8,7,6-10 Years,5,1,1,2,0,No,0
1148,42,40-49,Male,Single,Research & Development,Laboratory Technician,2,3,3 - Bachelor,Medical,4272,"Mid ($3,500 - $7,000)",188,56,9558,19,0,No,0,Travel_Rarely,29,Very Far (26+ mi),4,4 - Very High,2,2 - Medium,1,1 - Low,3,3 - Better,1,3,3 - Excellent,16,1,1-2 Years,0,0,0,3,4,No,0
1150,29,Under 30,Male,Married,Research & Development,Manufacturing Director,2,1,1 - Below College,Medical,5056,"Mid ($3,500 - $7,000)",718,79,17689,15,1,Yes,1,Travel_Rarely,8,Moderate (6-15 mi),4,4 - Very High,2,2 - Medium,3,3 - High,2,2 - Good,2,3,3 - Excellent,10,10,6-10 Years,7,1,2,2,1,No,0
1152,38,30-39,Male,Married,Human Resources,Human Resources,1,3,3 - Bachelor,Human Resources,2844,"Low (<$3,500)",433,37,6004,13,1,No,0,Travel_Rarely,1,Near (1-5 mi),3,3 - High,3,3 - High,4,4 - Very High,4,4 - Best,4,3,3 - Excellent,7,7,6-10 Years,6,5,0,2,1,No,0
1154,28,Under 30,Male,Divorced,Research & Development,Research Scientist,1,3,3 - Bachelor,Life Sciences,2703,"Low (<$3,500)",773,39,22088,14,1,Yes,1,Travel_Frequently,6,Moderate (6-15 mi),3,3 - High,3,3 - High,4,4 - Very High,3,3 - Better,2,3,3 - Excellent,3,3,3-5 Years,1,0,2,2,1,No,0
1156,18,Under 30,Male,Single,Research & Development,Laboratory Technician,1,1,1 - Below College,Medical,1904,"Low (<$3,500)",247,80,13556,12,0,No,0,Non-Travel,8,Moderate (6-15 mi),3,3 - High,3,3 - High,4,4 - Very High,3,3 - Better,3,3,3 - Excellent,0,0,< 1 Year,0,0,0,0,1,Yes,1
1157,33,30-39,Female,Single,Sales,Sales Executive,2,4,4 - Master,Marketing,8224,"High ($7,001 - $12,000)",603,77,18385,17,0,Yes,1,Travel_Rarely,9,Moderate (6-15 mi),1,1 - Low,1,1 - Low,1,1 - Low,3,3 - Better,3,3,3 - Excellent,6,5,3-5 Years,2,0,3,3,0,Yes,1
1158,41,40-49,Male,Married,Research & Development,Laboratory Technician,1,4,4 - Master,Life Sciences,4766,"Mid ($3,500 - $7,000)",167,46,9051,11,1,Yes,1,Travel_Rarely,12,Moderate (6-15 mi),4,4 - Very High,2,2 - Medium,1,1 - Low,3,3 - Better,3,3,3 - Excellent,6,1,1-2 Years,0,0,0,4,3,No,0
1160,31,30-39,Male,Married,Research & Development,Laboratory Technician,1,3,3 - Bachelor,Medical,2610,"Low (<$3,500)",874,72,6233,12,1,No,0,Travel_Frequently,15,Moderate (6-15 mi),3,3 - High,3,3 - High,3,3 - High,2,2 - Good,3,3,3 - Excellent,2,2,1-2 Years,2,2,2,5,1,Yes,1
1161,37,30-39,Female,Divorced,Research & Development,Healthcare Representative,2,2,2 - College,Medical,5731,"Mid ($3,500 - $7,000)",367,52,17171,13,2,No,0,Travel_Rarely,25,Far (16-25 mi),4,4 - Very High,3,3 - High,3,3 - High,3,3 - Better,2,3,3 - Excellent,9,6,6-10 Years,2,1,3,2,7,No,0
1162,27,Under 30,Male,Married,Research & Development,Research Scientist,1,3,3 - Bachelor,Life Sciences,2539,"Low (<$3,500)",199,55,7950,13,1,No,0,Travel_Rarely,6,Moderate (6-15 mi),3,3 - High,4,4 - Very High,3,3 - High,3,3 - Better,2,3,3 - Excellent,4,4,3-5 Years,2,2,2,0,1,No,0
1163,34,30-39,Female,Married,Sales,Sales Executive,2,1,1 - Below College,Life Sciences,5714,"Mid ($3,500 - $7,000)",1400,70,5829,20,0,No,0,Travel_Rarely,9,Moderate (6-15 mi),3,3 - High,2,2 - Medium,1,1 - Low,2,2 - Good,3,4,4 - Outstanding,6,6,6-10 Years,5,1,3,3,1,No,0
1164,35,30-39,Male,Single,Human Resources,Human Resources,1,4,4 - Master,Technical Degree,4323,"Mid ($3,500 - $7,000)",528,100,7108,17,0,No,0,Travel_Rarely,8,Moderate (6-15 mi),3,3 - High,3,3 - High,2,2 - Medium,1,1 - Bad,3,3,3 - Excellent,6,5,3-5 Years,4,1,4,2,1,No,0
1165,29,Under 30,Female,Married,Sales,Sales Executive,3,1,1 - Below College,Life Sciences,7336,"High ($7,001 - $12,000)",408,45,11162,13,1,No,0,Travel_Rarely,23,Far (16-25 mi),1,1 - Low,4,4 - Very High,1,1 - Low,1,1 - Bad,2,3,3 - Excellent,11,11,10+ Years,8,3,10,3,1,Yes,1
1166,40,40-49,Female,Single,Research & Development,Research Director,3,4,4 - Master,Medical,13499,"Executive (>$12,000)",593,88,13782,17,0,No,0,Travel_Frequently,9,Moderate (6-15 mi),3,3 - High,2,2 - Medium,3,3 - High,2,2 - Good,3,3,3 - Excellent,20,18,10+ Years,7,2,13,3,9,No,0
1167,42,40-49,Male,Single,Sales,Sales Executive,4,3,3 - Bachelor,Life Sciences,13758,"Executive (>$12,000)",481,44,2447,12,0,Yes,1,Travel_Frequently,12,Moderate (6-15 mi),1,1 - Low,3,3 - High,2,2 - Medium,2,2 - Good,3,3,3 - Excellent,22,21,10+ Years,9,13,14,2,0,Yes,1
1171,42,40-49,Male,Single,Sales,Sales Executive,2,4,4 - Master,Marketing,5155,"Mid ($3,500 - $7,000)",647,45,2253,13,0,No,0,Travel_Rarely,4,Near (1-5 mi),1,1 - Low,2,2 - Medium,4,4 - Very High,4,4 - Best,3,3,3 - Excellent,9,6,6-10 Years,4,1,5,3,7,No,0
1172,35,30-39,Male,Married,Research & Development,Laboratory Technician,1,4,4 - Master,Medical,2258,"Low (<$3,500)",982,58,16340,12,1,No,0,Travel_Rarely,1,Near (1-5 mi),3,3 - High,4,4 - Very High,2,2 - Medium,3,3 - Better,2,3,3 - Excellent,10,8,6-10 Years,0,1,7,2,6,No,0
1173,24,Under 30,Male,Single,Research & Development,Laboratory Technician,1,3,3 - Bachelor,Medical,3597,"Mid ($3,500 - $7,000)",477,49,6409,22,0,No,0,Travel_Rarely,24,Far (16-25 mi),2,2 - Medium,4,4 - Very High,4,4 - Very High,3,3 - Better,3,4,4 - Outstanding,6,4,3-5 Years,3,1,2,2,8,No,0
1175,28,Under 30,Female,Married,Research & Development,Laboratory Technician,1,1,1 - Below College,Life Sciences,2515,"Low (<$3,500)",1485,79,22955,11,0,Yes,1,Travel_Rarely,12,Moderate (6-15 mi),4,4 - Very High,3,3 - High,4,4 - Very High,2,2 - Good,3,3,3 - Excellent,1,1,1-2 Years,1,0,0,4,1,Yes,1
1177,26,Under 30,Male,Married,Research & Development,Laboratory Technician,1,4,4 - Master,Medical,4420,"Mid ($3,500 - $7,000)",1384,82,13421,22,1,No,0,Travel_Rarely,3,Near (1-5 mi),4,4 - Very High,1,1 - Low,2,2 - Medium,3,3 - Better,4,4,4 - Outstanding,8,8,6-10 Years,7,0,7,2,1,No,0
1179,30,30-39,Male,Married,Sales,Sales Executive,2,3,3 - Bachelor,Marketing,6578,"Mid ($3,500 - $7,000)",852,72,2706,18,1,No,0,Travel_Rarely,10,Moderate (6-15 mi),3,3 - High,3,3 - High,1,1 - Low,3,3 - Better,2,3,3 - Excellent,10,10,6-10 Years,3,1,4,3,1,No,0
1180,40,40-49,Female,Married,Research & Development,Research Scientist,2,2,2 - College,Medical,4422,"Mid ($3,500 - $7,000)",902,92,21203,13,1,Yes,1,Travel_Frequently,26,Very Far (26+ mi),4,4 - Very High,3,3 - High,4,4 - Very High,1,1 - Bad,2,3,3 - Excellent,16,1,1-2 Years,1,0,0,3,3,No,0
1182,35,30-39,Male,Divorced,Research & Development,Manufacturing Director,3,3,3 - Bachelor,Life Sciences,10274,"High ($7,001 - $12,000)",819,44,19588,18,1,No,0,Travel_Rarely,2,Near (1-5 mi),2,2 - Medium,3,3 - High,2,2 - Medium,4,4 - Best,2,3,3 - Excellent,15,7,6-10 Years,7,6,4,2,2,No,0
1184,34,30-39,Male,Single,Research & Development,Healthcare Representative,2,3,3 - Bachelor,Medical,5343,"Mid ($3,500 - $7,000)",669,97,25755,20,0,No,0,Travel_Frequently,1,Near (1-5 mi),1,1 - Low,4,4 - Very High,3,3 - High,3,3 - Better,2,4,4 - Outstanding,14,13,10+ Years,9,4,9,3,0,No,0
1185,35,30-39,Male,Married,Research & Development,Laboratory Technician,1,4,4 - Master,Other,2376,"Low (<$3,500)",636,47,26537,13,1,No,0,Travel_Frequently,4,Near (1-5 mi),4,4 - Very High,4,4 - Very High,2,2 - Medium,4,4 - Best,2,3,3 - Excellent,2,2,1-2 Years,2,2,2,2,1,No,0
1188,43,40-49,Female,Single,Sales,Sales Executive,2,3,3 - Bachelor,Marketing,5346,"Mid ($3,500 - $7,000)",1372,85,9489,13,0,No,0,Travel_Rarely,9,Moderate (6-15 mi),3,3 - High,1,1 - Low,2,2 - Medium,2,2 - Good,1,3,3 - Excellent,7,4,3-5 Years,3,1,3,2,8,Yes,1
1190,32,30-39,Female,Divorced,Sales,Sales Representative,1,1,1 - Below College,Life Sciences,2827,"Low (<$3,500)",862,76,14947,12,3,No,0,Non-Travel,2,Near (1-5 mi),1,1 - Low,3,3 - High,3,3 - High,3,3 - Better,3,3,3 - Excellent,1,1,1-2 Years,0,0,0,3,1,No,0
1191,56,50+,Female,Divorced,Research & Development,Manager,5,4,4 - Master,Technical Degree,19943,"Executive (>$12,000)",718,92,18575,13,1,No,0,Travel_Rarely,4,Near (1-5 mi),1,1 - Low,4,4 - Very High,4,4 - Very High,3,3 - Better,3,3,3 - Excellent,28,5,3-5 Years,2,4,2,2,4,No,0
1192,29,Under 30,Female,Married,Research & Development,Laboratory Technician,1,1,1 - Below College,Medical,3131,"Low (<$3,500)",1401,54,26342,13,1,No,0,Travel_Rarely,6,Moderate (6-15 mi),4,4 - Very High,2,2 - Medium,1,1 - Low,3,3 - Better,3,3,3 - Excellent,10,10,6-10 Years,8,0,8,5,1,No,0
1193,19,Under 30,Male,Single,Research & Development,Research Scientist,1,2,2 - College,Life Sciences,2552,"Low (<$3,500)",645,54,7172,25,0,No,0,Travel_Rarely,9,Moderate (6-15 mi),1,1 - Low,3,3 - High,3,3 - High,3,3 - Better,3,4,4 - Outstanding,1,1,1-2 Years,1,0,0,4,1,No,0
1195,45,40-49,Female,Married,Research & Development,Research Scientist,1,3,3 - Bachelor,Medical,4477,"Mid ($3,500 - $7,000)",1457,83,20100,19,1,Yes,1,Travel_Rarely,7,Moderate (6-15 mi),3,3 - High,1,1 - Low,3,3 - High,2,2 - Good,3,3,3 - Excellent,7,3,3-5 Years,2,0,2,2,4,No,0
1196,37,30-39,Female,Married,Research & Development,Manufacturing Director,2,3,3 - Bachelor,Life Sciences,6474,"Mid ($3,500 - $7,000)",977,56,9961,13,1,No,0,Travel_Rarely,1,Near (1-5 mi),4,4 - Very High,4,4 - Very High,2,2 - Medium,2,2 - Good,2,3,3 - Excellent,14,14,10+ Years,8,3,11,2,1,No,0
1198,20,Under 30,Male,Single,Research & Development,Laboratory Technician,1,3,3 - Bachelor,Life Sciences,3033,"Low (<$3,500)",805,87,12828,12,0,No,0,Travel_Rarely,3,Near (1-5 mi),3,3 - High,1,1 - Low,1,1 - Low,2,2 - Good,2,3,3 - Excellent,2,2,1-2 Years,2,1,2,2,1,No,0
1200,44,40-49,Male,Single,Research & Development,Research Scientist,1,4,4 - Master,Life Sciences,2936,"Low (<$3,500)",1097,96,10826,11,0,Yes,1,Travel_Rarely,10,Moderate (6-15 mi),3,3 - High,3,3 - High,3,3 - High,3,3 - Better,3,3,3 - Excellent,6,6,6-10 Years,4,0,2,4,1,Yes,1
1201,53,50+,Female,Divorced,Research & Development,Manager,5,2,2 - College,Medical,18606,"Executive (>$12,000)",1223,50,18640,18,1,No,0,Travel_Rarely,7,Moderate (6-15 mi),3,3 - High,4,4 - Very High,2,2 - Medium,3,3 - Better,3,3,3 - Excellent,26,7,6-10 Years,7,4,7,6,3,No,0
1202,29,Under 30,Female,Married,Research & Development,Research Scientist,1,1,1 - Below College,Life Sciences,2168,"Low (<$3,500)",942,69,26933,18,1,Yes,1,Travel_Rarely,15,Moderate (6-15 mi),4,4 - Very High,2,2 - Medium,1,1 - Low,2,2 - Good,1,3,3 - Excellent,6,5,3-5 Years,4,1,3,2,0,No,0
1203,22,Under 30,Male,Married,Research & Development,Research Scientist,1,4,4 - Master,Life Sciences,2853,"Low (<$3,500)",1256,48,4223,11,1,Yes,1,Travel_Frequently,3,Near (1-5 mi),4,4 - Very High,3,3 - High,2,2 - Medium,3,3 - Better,2,3,3 - Excellent,1,0,< 1 Year,0,0,0,5,0,Yes,1
1204,46,40-49,Female,Married,Sales,Manager,4,3,3 - Bachelor,Marketing,17048,"Executive (>$12,000)",1402,69,24097,23,0,No,0,Travel_Rarely,2,Near (1-5 mi),1,1 - Low,3,3 - High,1,1 - Low,3,3 - Better,3,4,4 - Outstanding,28,26,10+ Years,15,15,9,2,8,No,0
1206,44,40-49,Male,Single,Research & Development,Research Scientist,1,3,3 - Bachelor,Life Sciences,2290,"Low (<$3,500)",111,74,4279,13,0,No,0,Non-Travel,17,Far (16-25 mi),3,3 - High,4,4 - Very High,4,4 - Very High,3,3 - Better,1,3,3 - Excellent,6,0,< 1 Year,0,0,0,3,2,No,0
1207,33,30-39,Male,Married,Human Resources,Human Resources,1,3,3 - Bachelor,Human Resources,3600,"Mid ($3,500 - $7,000)",147,99,8429,13,1,No,0,Travel_Rarely,2,Near (1-5 mi),3,3 - High,2,2 - Medium,4,4 - Very High,3,3 - Better,3,3,3 - Excellent,5,5,3-5 Years,4,1,4,2,1,No,0
1210,41,40-49,Male,Divorced,Research & Development,Research Scientist,1,2,2 - College,Life Sciences,2107,"Low (<$3,500)",906,95,20293,17,1,No,0,Non-Travel,5,Near (1-5 mi),1,1 - Low,1,1 - Low,1,1 - Low,1,1 - Bad,2,3,3 - Excellent,5,1,1-2 Years,0,0,0,2,6,Yes,1
1211,30,30-39,Male,Divorced,Sales,Sales Executive,2,4,4 - Master,Life Sciences,4115,"Mid ($3,500 - $7,000)",1329,61,13192,19,3,No,0,Travel_Rarely,29,Very Far (26+ mi),1,1 - Low,3,3 - High,3,3 - High,3,3 - Better,3,3,3 - Excellent,8,4,3-5 Years,3,0,3,3,8,No,0
1212,40,40-49,Male,Married,Sales,Sales Executive,2,4,4 - Master,Medical,4327,"Mid ($3,500 - $7,000)",1184,62,25440,12,3,No,0,Travel_Frequently,2,Near (1-5 mi),2,2 - Medium,2,2 - Medium,4,4 - Very High,3,3 - Better,3,3,3 - Excellent,5,0,< 1 Year,0,0,0,2,5,No,0
1215,50,50+,Female,Married,Research & Development,Manager,4,3,3 - Bachelor,Medical,17856,"Executive (>$12,000)",1421,30,9490,22,1,No,0,Travel_Frequently,2,Near (1-5 mi),1,1 - Low,4,4 - Very High,3,3 - High,3,3 - Better,3,4,4 - Outstanding,32,2,1-2 Years,2,2,2,3,2,No,0
1216,28,Under 30,Male,Married,Research & Development,Laboratory Technician,1,4,4 - Master,Medical,3196,"Low (<$3,500)",1179,78,12449,12,3,No,0,Travel_Rarely,19,Far (16-25 mi),1,1 - Low,4,4 - Very High,3,3 - High,3,3 - Better,2,3,3 - Excellent,6,6,6-10 Years,5,3,3,2,1,No,0
1217,46,40-49,Male,Married,Research & Development,Research Director,5,2,2 - College,Life Sciences,19081,"Executive (>$12,000)",1450,52,10849,11,1,No,0,Travel_Rarely,15,Moderate (6-15 mi),2,2 - Medium,4,4 - Very High,1,1 - Low,3,3 - Better,3,3,3 - Excellent,25,4,3-5 Years,2,0,3,2,5,No,0
1218,35,30-39,Male,Married,Sales,Sales Executive,2,4,4 - Master,Life Sciences,8966,"High ($7,001 - $12,000)",1361,94,21026,15,3,Yes,1,Travel_Rarely,17,Far (16-25 mi),1,1 - Low,3,3 - High,4,4 - Very High,3,3 - Better,3,3,3 - Excellent,15,7,6-10 Years,7,1,7,2,3,No,0
1219,24,Under 30,Female,Married,Research & Development,Laboratory Technician,1,2,2 - College,Life Sciences,2210,"Low (<$3,500)",984,97,3372,13,1,No,0,Travel_Rarely,17,Far (16-25 mi),2,2 - Medium,4,4 - Very High,1,1 - Low,1,1 - Bad,3,3,3 - Excellent,1,1,1-2 Years,0,0,0,3,1,Yes,1
1220,33,30-39,Female,Married,Sales,Sales Executive,2,3,3 - Bachelor,Medical,4539,"Mid ($3,500 - $7,000)",1146,82,4905,12,1,No,0,Travel_Frequently,25,Far (16-25 mi),3,3 - High,2,2 - Medium,1,1 - Low,2,2 - Good,3,3,3 - Excellent,10,10,6-10 Years,7,0,1,3,1,No,0
1221,36,30-39,Male,Divorced,Research & Development,Laboratory Technician,1,4,4 - Master,Life Sciences,2741,"Low (<$3,500)",917,60,6865,14,1,No,0,Travel_Rarely,6,Moderate (6-15 mi),3,3 - High,3,3 - High,3,3 - High,3,3 - Better,1,3,3 - Excellent,7,7,6-10 Years,7,1,7,4,1,No,0
1224,30,30-39,Male,Divorced,Research & Development,Laboratory Technician,2,4,4 - Master,Life Sciences,3491,"Low (<$3,500)",853,49,11309,13,3,No,0,Travel_Rarely,7,Moderate (6-15 mi),3,3 - High,3,3 - High,1,1 - Low,2,2 - Good,3,3,3 - Excellent,10,10,6-10 Years,7,8,9,4,1,No,0
1225,44,40-49,Male,Single,Research & Development,Research Scientist,2,4,4 - Master,Other,4541,"Mid ($3,500 - $7,000)",200,32,7744,25,0,No,0,Travel_Rarely,29,Very Far (26+ mi),4,4 - Very High,4,4 - Very High,2,2 - Medium,3,3 - Better,3,4,4 - Outstanding,20,20,10+ Years,11,13,17,3,1,No,0
1226,20,Under 30,Male,Single,Sales,Sales Representative,1,3,3 - Bachelor,Marketing,2678,"Low (<$3,500)",654,43,5050,17,0,No,0,Travel_Rarely,21,Far (16-25 mi),4,4 - Very High,3,3 - High,4,4 - Very High,3,3 - Better,4,3,3 - Excellent,2,2,1-2 Years,1,2,2,2,1,No,0
1228,46,40-49,Male,Divorced,Research & Development,Manufacturing Director,2,4,4 - Master,Technical Degree,7379,"High ($7,001 - $12,000)",150,60,17433,11,1,No,0,Travel_Rarely,2,Near (1-5 mi),4,4 - Very High,4,4 - Very High,3,3 - High,2,2 - Good,3,3,3 - Excellent,12,6,6-10 Years,3,1,4,3,2,No,0
1231,42,40-49,Male,Married,Human Resources,Human Resources,2,5,5 - Doctor,Medical,6272,"Mid ($3,500 - $7,000)",179,79,12858,16,1,No,0,Non-Travel,2,Near (1-5 mi),1,1 - Low,4,4 - Very High,1,1 - Low,4,4 - Best,4,3,3 - Excellent,10,4,3-5 Years,3,0,3,3,7,No,0
1233,60,50+,Male,Divorced,Sales,Sales Executive,2,4,4 - Master,Marketing,5220,"Mid ($3,500 - $7,000)",696,52,10893,18,1,Yes,1,Travel_Rarely,7,Moderate (6-15 mi),4,4 - Very High,2,2 - Medium,2,2 - Medium,3,3 - Better,4,3,3 - Excellent,12,11,10+ Years,7,1,9,3,0,No,0
1234,32,30-39,Female,Married,Research & Development,Laboratory Technician,1,3,3 - Bachelor,Other,2743,"Low (<$3,500)",116,77,7331,20,1,No,0,Travel_Frequently,13,Moderate (6-15 mi),2,2 - Medium,3,3 - High,3,3 - High,3,3 - Better,2,4,4 - Outstanding,2,2,1-2 Years,2,2,2,2,1,No,0
1235,32,30-39,Female,Single,Research & Development,Research Scientist,2,2,2 - College,Life Sciences,4998,"Mid ($3,500 - $7,000)",1316,38,2338,14,0,Yes,1,Travel_Frequently,2,Near (1-5 mi),3,3 - High,4,4 - Very High,4,4 - Very High,3,3 - Better,3,3,3 - Excellent,10,8,6-10 Years,7,0,7,2,4,No,0
1237,36,30-39,Female,Divorced,Research & Development,Manufacturing Director,3,3,3 - Bachelor,Technical Degree,10252,"High ($7,001 - $12,000)",363,77,4235,21,1,Yes,1,Travel_Rarely,1,Near (1-5 mi),1,1 - Low,3,3 - High,3,3 - High,3,3 - Better,1,4,4 - Outstanding,17,7,6-10 Years,7,7,7,2,2,No,0
1238,33,30-39,Male,Married,Research & Development,Research Scientist,1,3,3 - Bachelor,Medical,2781,"Low (<$3,500)",117,60,6311,13,1,No,0,Travel_Rarely,9,Moderate (6-15 mi),4,4 - Very High,1,1 - Low,2,2 - Medium,3,3 - Better,3,3,3 - Excellent,15,14,10+ Years,10,4,10,5,0,No,0
1239,40,40-49,Female,Divorced,Sales,Sales Executive,2,3,3 - Bachelor,Technical Degree,6852,"Mid ($3,500 - $7,000)",107,84,11591,12,1,No,0,Travel_Rarely,10,Moderate (6-15 mi),2,2 - Medium,2,2 - Medium,2,2 - Medium,4,4 - Best,2,3,3 - Excellent,7,5,3-5 Years,1,1,3,2,7,No,0
1240,25,Under 30,Male,Single,Sales,Sales Executive,2,4,4 - Master,Life Sciences,4950,"Mid ($3,500 - $7,000)",1356,57,20623,14,0,No,0,Travel_Rarely,10,Moderate (6-15 mi),4,4 - Very High,3,3 - High,2,2 - Medium,3,3 - Better,3,3,3 - Excellent,5,4,3-5 Years,3,1,1,4,0,No,0
1241,30,30-39,Male,Married,Research & Development,Research Scientist,1,3,3 - Bachelor,Medical,3579,"Mid ($3,500 - $7,000)",1465,63,9369,21,1,Yes,1,Travel_Rarely,1,Near (1-5 mi),2,2 - Medium,4,4 - Very High,1,1 - Low,3,3 - Better,3,4,4 - Outstanding,12,11,10+ Years,9,5,7,2,0,No,0
1242,42,40-49,Female,Married,Research & Development,Research Director,3,5,5 - Doctor,Medical,13191,"Executive (>$12,000)",458,60,23281,17,0,Yes,1,Travel_Frequently,26,Very Far (26+ mi),1,1 - Low,1,1 - Low,3,3 - High,3,3 - Better,3,3,3 - Excellent,20,1,1-2 Years,0,0,0,6,3,No,0
1243,35,30-39,Female,Married,Sales,Sales Executive,3,2,2 - College,Marketing,10377,"High ($7,001 - $12,000)",1212,78,13755,11,1,Yes,1,Non-Travel,8,Moderate (6-15 mi),4,4 - Very High,3,3 - High,2,2 - Medium,2,2 - Good,2,3,3 - Excellent,16,13,10+ Years,2,4,12,6,4,No,0
1244,27,Under 30,Male,Married,Research & Development,Research Scientist,1,3,3 - Bachelor,Life Sciences,2235,"Low (<$3,500)",1103,42,14377,14,2,Yes,1,Travel_Rarely,14,Moderate (6-15 mi),1,1 - Low,1,1 - Low,4,4 - Very High,2,2 - Good,3,3,3 - Excellent,9,9,6-10 Years,7,6,8,3,1,No,0
1245,54,50+,Female,Divorced,Research & Development,Manufacturing Director,3,4,4 - Master,Life Sciences,10502,"High ($7,001 - $12,000)",966,53,9659,17,1,No,0,Travel_Frequently,1,Near (1-5 mi),3,3 - High,4,4 - Very High,1,1 - Low,1,1 - Bad,3,3,3 - Excellent,33,5,3-5 Years,4,1,4,2,7,No,0
1246,44,40-49,Female,Married,Research & Development,Research Scientist,1,1,1 - Below College,Life Sciences,2011,"Low (<$3,500)",1117,72,19982,13,1,No,0,Travel_Rarely,2,Near (1-5 mi),4,4 - Very High,1,1 - Low,4,4 - Very High,3,3 - Better,4,3,3 - Excellent,10,10,6-10 Years,5,7,7,5,1,No,0
1248,19,Under 30,Female,Single,Research & Development,Research Scientist,1,3,3 - Bachelor,Medical,1859,"Low (<$3,500)",504,96,6148,25,0,Yes,1,Non-Travel,10,Moderate (6-15 mi),2,2 - Medium,1,1 - Low,2,2 - Medium,4,4 - Best,2,4,4 - Outstanding,1,1,1-2 Years,1,0,0,2,1,Yes,1
1249,29,Under 30,Female,Divorced,Research & Development,Research Scientist,1,3,3 - Bachelor,Life Sciences,3760,"Mid ($3,500 - $7,000)",1010,97,5598,15,3,No,0,Travel_Rarely,1,Near (1-5 mi),4,4 - Very High,1,1 - Low,1,1 - Low,3,3 - Better,3,3,3 - Excellent,3,3,3-5 Years,2,1,2,5,1,No,0
1250,54,50+,Male,Married,Research & Development,Research Director,4,3,3 - Bachelor,Life Sciences,17779,"Executive (>$12,000)",685,85,23474,14,0,No,0,Travel_Rarely,3,Near (1-5 mi),4,4 - Very High,4,4 - Very High,1,1 - Low,3,3 - Better,3,3,3 - Excellent,36,10,6-10 Years,9,0,9,2,3,No,0
1251,31,30-39,Male,Married,Research & Development,Healthcare Representative,2,2,2 - College,Medical,6833,"Mid ($3,500 - $7,000)",1332,80,17089,12,0,Yes,1,Travel_Rarely,11,Moderate (6-15 mi),1,1 - Low,3,3 - High,4,4 - Very High,2,2 - Good,3,3,3 - Excellent,6,6,6-10 Years,5,0,1,2,1,No,0
1252,31,30-39,Female,Single,Research & Development,Healthcare Representative,2,3,3 - Bachelor,Medical,6812,"Mid ($3,500 - $7,000)",1062,96,17198,19,0,No,0,Travel_Rarely,24,Far (16-25 mi),1,1 - Low,3,3 - High,2,2 - Medium,3,3 - Better,2,3,3 - Excellent,10,10,6-10 Years,9,1,8,2,1,No,0
1254,59,50+,Female,Single,Sales,Sales Executive,2,3,3 - Bachelor,Life Sciences,5171,"Mid ($3,500 - $7,000)",326,48,16490,17,0,No,0,Travel_Rarely,3,Near (1-5 mi),4,4 - Very High,3,3 - High,4,4 - Very High,3,3 - Better,2,3,3 - Excellent,13,6,6-10 Years,1,0,5,2,5,No,0
1255,43,40-49,Male,Married,Research & Development,Research Director,5,3,3 - Bachelor,Life Sciences,19740,"Executive (>$12,000)",920,96,18625,14,1,No,0,Travel_Rarely,3,Near (1-5 mi),4,4 - Very High,3,3 - High,2,2 - Medium,3,3 - Better,1,3,3 - Excellent,25,8,6-10 Years,7,0,7,2,3,No,0
1256,49,40-49,Male,Married,Research & Development,Manager,5,2,2 - College,Medical,18711,"Executive (>$12,000)",1098,85,12124,13,1,No,0,Travel_Rarely,4,Near (1-5 mi),3,3 - High,1,1 - Low,3,3 - High,4,4 - Best,2,3,3 - Excellent,23,1,1-2 Years,0,0,0,2,2,No,0
1257,36,30-39,Male,Married,Research & Development,Research Scientist,1,3,3 - Bachelor,Technical Degree,3692,"Mid ($3,500 - $7,000)",469,46,9256,12,0,No,0,Travel_Frequently,3,Near (1-5 mi),2,2 - Medium,3,3 - High,3,3 - High,2,2 - Good,3,3,3 - Excellent,12,11,10+ Years,10,0,7,2,1,No,0
